id,x,y,final_sf,dist_closest_gw,packets_sent,packets_success
0,282.842712474619,0.0,11,282.842712474619,1337,1214
1,-361.2355007000768,330.92130942863866,9,489.89794855663564,1329,1179
2,55.29288323929455,-630.0338856467054,7,632.4555320336759,1339,1204
3,455.31395171637695,593.8764226439848,7,748.3314773547884,1335,1197
4,-835.5570995908553,-147.798285928212,7,848.528137423857,1328,1172
5,791.5126264445064,-503.49554335556866,10,938.083151964686,1335,1177
6,-264.74548330107626,984.8400017625603,7,1019.8039027185571,1327,1157
7,-504.8983486962067,-972.1510466403064,8,1095.445115010332,1332,1161
8,1095.4274585339322,400.0483509400966,7,1166.1903789690602,1334,1181
9,-1139.609737967606,470.41433346508956,8,1232.8828005937953,1330,1157
10,549.3671979928342,-1173.9657924188004,7,1296.148139681572,1330,1174
11,405.968385458012,1294.291184397319,9,1356.4659966250535,1333,1153
12,-1223.5934271502506,-709.0974016555869,8,1414.213562373095,1334,1153
13,1435.4143737162256,-315.57182340769293,8,1469.6938456699068,1336,1151
14,-876.0110477666577,1246.0355709973783,8,1523.1546211727816,1342,1137
15,-202.37883667439243,-1561.7435149429368,7,1574.801574802362,1336,1156
16,1242.4075610302405,1047.1024077399923,10,1624.807680927192,1333,1123
17,-1671.8911281142998,69.13794712525274,7,1673.3200530681513,1333,1140
18,1219.516236137059,-1213.5815381745476,11,1720.4650534085254,1329,1131
19,-81.59036092303978,1764.4667786627344,9,1766.352173265569,1334,1112
20,-1160.3736138345912,-1390.5153995251007,7,1811.0770276274832,1336,1125
21,1838.1599272484625,247.32181840251448,8,1854.7236990991405,1333,1104
22,-1557.469188690113,1083.6464950715986,10,1897.3665961010274,1330,1102
23,425.59016510953654,-1891.790953398931,8,1939.0719429665312,1326,1097
24,984.3679108598195,1717.8532580140468,7,1979.8989873223334,1333,1137
25,-1924.345081607972,-613.9185669868662,10,2019.9009876724156,1336,1113
26,1869.2563513304453,-863.6438461604355,10,2059.1260281974,1333,1107
27,-809.8085579003452,1934.9961497510437,8,2097.617696340303,1335,1093
28,-722.7362945061516,-2009.3910143631867,9,2135.415650406262,1335,1127
29,1923.123710328034,1010.7399243990194,8,2172.556098240043,1336,1099
30,-2136.106560077725,563.0708339036113,8,2209.072203437452,1332,1092
31,1214.1777112639816,-1888.3253124050846,11,2244.994432064365,1333,1098
32,386.23709897253383,2247.4031466066076,12,2280.3508501982756,1338,1103
33,-1830.4249849407029,-1417.5839920459136,9,2315.1673805580454,1332,1080
34,2341.4461762504484,-193.9840295543813,9,2349.4680248941463,1333,1095
35,-1618.432868506843,1749.4785080522454,9,2383.275057562597,1325,1107
36,11.78888944756869,-2416.580439812752,9,2416.6091947189148,1337,1096
37,1645.7758247350782,1814.227641371824,8,2449.489742783178,1335,1102
38,-2471.3435707263247,-229.04356666289436,7,2481.9347291981717,1334,1081
39,2002.5193850617638,-1519.8408181292725,10,2513.9610179953074,1333,1092
40,-455.61781924224306,2504.478469220476,9,2545.5844122715707,1336,1093
41,-1372.4286110631656,-2180.926341611571,12,2576.8197453450252,1340,1091
42,2514.944425715984,689.2420007226061,8,2607.68096208106,1327,1093
43,-2347.153667959255,1204.5205099895202,9,2638.1811916545835,1328,1085
44,927.557363714662,-2501.9267249499344,9,2668.3328128252665,1327,1092
45,1017.3167005873781,2499.013151367157,8,2698.147512646408,1336,1065
46,-2464.844554155424,-1168.1358327910118,7,2727.636339397171,1338,1096
47,2634.4425646860336,-812.2267992195721,9,2756.809750418044,1340,1096
48,-1408.5008967958397,2403.35707370447,8,2785.677655436824,1334,1076
49,-590.8583683678302,-2751.52437541987,9,2814.2494558940575,1333,1084
50,2317.3675393025796,1646.1493516041328,8,2842.534080710379,1335,1086
51,-2848.503555608564,355.0035122155417,9,2870.540018881465,1340,1091
52,1878.5736388484327,-2207.0253925643356,10,2898.275349237888,1332,1044
53,106.62367887691836,2923.8042668931776,10,2925.7477676655585,1327,1056
54,-2072.726262518298,-2103.2845363067086,8,2952.96461204668,1337,1053
55,2976.0452189828,152.16719281637484,8,2979.932885150268,1332,1084
56,-2317.833963453531,1915.1098448551963,12,3006.6592756745813,1334,1092
57,419.12103236676603,-3004.053521531834,7,3033.1501776206196,1334,1103
58,1735.0556488812797,2519.8376724077216,8,3059.411708155671,1339,1097
59,-3006.876870083137,-691.8753414879277,11,3085.4497241083022,1335,1064
60,2706.9976010161886,-1533.6766243548866,9,3111.269837220809,1333,1069
61,-967.9740710723754,2983.793926820613,9,3136.8774282716245,1337,1100
62,-1312.3107017538819,-2877.1236716662415,9,3162.2776601683795,1330,1055
63,2934.322776766964,1244.8894897727318,7,3187.4754901018455,1334,1040
64,-3028.1548269993273,1072.510300053418,10,3212.475680841802,1335,1088
65,1520.0448541895755,-2858.227359964877,9,3237.2828112477287,1339,1064
66,816.0298757645049,3158.179102245433,8,3261.9012860600187,1335,1051
67,-2755.521800196594,-1790.8376834993517,7,3286.335345030997,1335,1071
68,3265.4525435640976,-544.8116057232684,8,3310.58907144937,1336,1072
69,-2054.6634357079306,2626.4725709523177,8,3334.6664001066124,1330,1064
70,-260.96931385273626,-3348.4167926390573,9,3358.571124749333,1329,1076
71,2471.598459626669,2308.9393786695828,8,3382.3069050575527,1333,1094
72,-3405.7151698564603,-33.22923125171679,9,3405.87727318528,1336,1086
73,2551.128446642017,-2291.668311238319,8,3429.2856398964495,1331,1050
74,-335.38150563394566,3436.2071016862046,8,3452.5353003264136,1330,1046
75,-2087.6965532410836,-2778.7628725001528,8,3475.6294393965536,1337,1061
76,3438.9807523354984,642.970749774803,10,3498.571136907181,1328,1052
77,-2989.4673868372374,1860.9365231077975,9,3521.3633723318017,1330,1052
78,953.387649734766,-3413.3637352812575,10,3544.00902933387,1331,1065
79,1612.871640204301,3180.981778040341,9,3566.510900025402,1338,1091
80,-3358.9317968200744,-1263.952999249208,11,3588.8716889852726,1334,1070
81,3351.1826120367878,-1345.2044828881192,8,3611.0940170535578,1338,1067
82,-1571.9411527079772,3275.5153811916553,7,3633.1804249169895,1332,1078
83,-1059.8438506317445,-3498.1039167351905,8,3655.1333764994138,1330,1052
84,3163.204005009617,1874.6040709150068,7,3676.955262170047,1337,1029
85,-3619.956644188329,758.8899091414877,8,3698.648401781386,1334,1077
86,2169.195755194818,-3022.3483875365496,11,3720.2150475476546,1333,1063
87,444.6175337800496,3715.1467331258054,8,3741.657386773941,1332,1046
88,-2853.5603026257445,-2452.9968608374675,9,3762.9775444453558,1332,1079
89,3782.2916056676977,-119.45798297171075,11,3784.1775856849004,1330,1081
90,-2723.3392780971626,2657.7101377639415,8,3805.2595180880903,1338,1054
