id,x,y,final_sf,dist_closest_gw,packets_sent,packets_success
0,282.842712474619,0.0,7,282.842712474619,1333,1272
1,-361.2355007000768,330.92130942863866,7,489.89794855663564,1332,1271
2,55.29288323929455,-630.0338856467054,7,632.4555320336759,1337,1256
3,455.31395171637695,593.8764226439848,8,748.3314773547884,1335,1257
4,-835.5570995908553,-147.798285928212,7,848.528137423857,1335,1250
5,791.5126264445064,-503.49554335556866,8,938.083151964686,1339,1259
6,-264.74548330107626,984.8400017625603,8,1019.8039027185571,1332,1248
7,-504.8983486962067,-972.1510466403064,8,1095.445115010332,1336,1246
8,1095.4274585339322,400.0483509400966,10,1166.1903789690602,1329,1235
9,-1139.609737967606,470.41433346508956,8,1232.8828005937953,1326,1236
10,549.3671979928342,-1173.9657924188004,8,1296.148139681572,1331,1232
11,405.968385458012,1294.291184397319,8,1356.4659966250535,1332,1229
12,-1223.5934271502506,-709.0974016555869,7,1414.213562373095,1335,1242
13,1435.4143737162256,-315.57182340769293,7,1469.6938456699068,1333,1226
14,-876.0110477666577,1246.0355709973783,7,1523.1546211727816,1338,1237
15,-202.37883667439243,-1561.7435149429368,8,1574.801574802362,1324,1198
16,1242.4075610302405,1047.1024077399923,12,1624.807680927192,1337,1215
17,-1671.8911281142998,69.13794712525274,8,1673.3200530681513,1332,1220
18,1219.516236137059,-1213.5815381745476,8,1720.4650534085254,1332,1203
19,-81.59036092303978,1764.4667786627344,8,1766.352173265569,1334,1223
20,-1160.3736138345912,-1390.5153995251007,9,1811.0770276274832,1332,1200
21,1838.1599272484625,247.32181840251448,10,1854.7236990991405,1326,1207
22,-1557.469188690113,1083.6464950715986,9,1897.3665961010274,1327,1175
23,425.59016510953654,-1891.790953398931,7,1939.0719429665312,1330,1193
24,984.3679108598195,1717.8532580140468,9,1979.8989873223334,1333,1207
25,-1924.345081607972,-613.9185669868662,7,2019.9009876724156,1328,1166
26,1869.2563513304453,-863.6438461604355,8,2059.1260281974,1333,1208
27,-809.8085579003452,1934.9961497510437,8,2097.617696340303,1336,1179
28,-722.7362945061516,-2009.3910143631867,8,2135.415650406262,1337,1213
29,1923.123710328034,1010.7399243990194,7,2172.556098240043,1327,1212
30,-2136.106560077725,563.0708339036113,8,2209.072203437452,1335,1196
31,1214.1777112639816,-1888.3253124050846,8,2244.994432064365,1337,1190
32,386.23709897253383,2247.4031466066076,7,2280.3508501982756,1335,1176
33,-1830.4249849407029,-1417.5839920459136,7,2315.1673805580454,1338,1200
34,2341.4461762504484,-193.9840295543813,10,2349.4680248941463,1329,1168
35,-1618.432868506843,1749.4785080522454,7,2383.275057562597,1332,1175
36,11.78888944756869,-2416.580439812752,9,2416.6091947189148,1328,1167
37,1645.7758247350782,1814.227641371824,11,2449.489742783178,1333,1178
38,-2471.3435707263247,-229.04356666289436,8,2481.9347291981717,1330,1194
39,2002.5193850617638,-1519.8408181292725,10,2513.9610179953074,1328,1183
40,-455.61781924224306,2504.478469220476,8,2545.5844122715707,1328,1169
41,-1372.4286110631656,-2180.926341611571,7,2576.8197453450252,1329,1187
42,2514.944425715984,689.2420007226061,8,2607.68096208106,1333,1186
43,-2347.153667959255,1204.5205099895202,8,2638.1811916545835,1331,1182
44,927.557363714662,-2501.9267249499344,8,2668.3328128252665,1337,1195
45,1017.3167005873781,2499.013151367157,7,2698.147512646408,1336,1180
46,-2464.844554155424,-1168.1358327910118,8,2727.636339397171,1337,1190
47,2634.4425646860336,-812.2267992195721,7,2756.809750418044,1340,1210
48,-1408.5008967958397,2403.35707370447,7,2785.677655436824,1335,1174
49,-590.8583683678302,-2751.52437541987,8,2814.2494558940575,1336,1202
50,2317.3675393025796,1646.1493516041328,7,2842.534080710379,1332,1186
51,-2848.503555608564,355.0035122155417,7,2870.540018881465,1336,1180
52,1878.5736388484327,-2207.0253925643356,10,2898.275349237888,1331,1179
53,106.62367887691836,2923.8042668931776,7,2925.7477676655585,1331,1165
54,-2072.726262518298,-2103.2845363067086,8,2952.96461204668,1330,1181
55,2976.0452189828,152.16719281637484,7,2979.932885150268,1334,1183
56,-2317.833963453531,1915.1098448551963,7,3006.6592756745813,1331,1191
57,419.12103236676603,-3004.053521531834,7,3033.1501776206196,1335,1185
58,1735.0556488812797,2519.8376724077216,7,3059.411708155671,1333,1159
59,-3006.876870083137,-691.8753414879277,7,3085.4497241083022,1334,1165
60,2706.9976010161886,-1533.6766243548866,7,3111.269837220809,1341,1165
61,-967.9740710723754,2983.793926820613,7,3136.8774282716245,1334,1171
62,-1312.3107017538819,-2877.1236716662415,8,3162.2776601683795,1329,1179
63,2934.322776766964,1244.8894897727318,8,3187.4754901018455,1332,1176
64,-3028.1548269993273,1072.510300053418,8,3212.475680841802,1336,1188
65,1520.0448541895755,-2858.227359964877,8,3237.2828112477287,1333,1153
66,816.0298757645049,3158.179102245433,7,3261.9012860600187,1334,1177
67,-2755.521800196594,-1790.8376834993517,7,3286.335345030997,1331,1162
68,3265.4525435640976,-544.8116057232684,8,3310.58907144937,1334,1178
69,-2054.6634357079306,2626.4725709523177,8,3334.6664001066124,1335,1168
70,-260.96931385273626,-3348.4167926390573,9,3358.571124749333,1338,1191
71,2471.598459626669,2308.9393786695828,8,3382.3069050575527,1337,1185
72,-3405.7151698564603,-33.22923125171679,8,3405.87727318528,1329,1141
73,2551.128446642017,-2291.668311238319,8,3429.2856398964495,1334,1166
74,-335.38150563394566,3436.2071016862046,8,3452.5353003264136,1338,1168
75,-2087.6965532410836,-2778.7628725001528,8,3475.6294393965536,1334,1185
76,3438.9807523354984,642.970749774803,8,3498.571136907181,1334,1169
77,-2989.4673868372374,1860.9365231077975,8,3521.3633723318017,1330,1179
78,953.387649734766,-3413.3637352812575,9,3544.00902933387,1333,1183
79,1612.871640204301,3180.981778040341,7,3566.510900025402,1332,1158
80,-3358.9317968200744,-1263.952999249208,7,3588.8716889852726,1338,1168
81,3351.1826120367878,-1345.2044828881192,8,3611.0940170535578,1335,1164
82,-1571.9411527079772,3275.5153811916553,8,3633.1804249169895,1330,1170
83,-1059.8438506317445,-3498.1039167351905,7,3655.1333764994138,1330,1171
84,3163.204005009617,1874.6040709150068,9,3676.955262170047,1329,1165
85,-3619.956644188329,758.8899091414877,8,3698.648401781386,1333,1171
86,2169.195755194818,-3022.3483875365496,8,3720.2150475476546,1329,1155
87,444.6175337800496,3715.1467331258054,8,3741.657386773941,1338,1182
88,-2853.5603026257445,-2452.9968608374675,8,3762.9775444453558,1338,1194
89,3782.2916056676977,-119.45798297171075,8,3784.1775856849004,1331,1171
90,-2723.3392780971626,2657.7101377639415,7,3805.2595180880903,1333,1176
91,214.02095146626476,-3820.234944651111,8,3826.2252939417986,1335,1178
92,2435.922165437336,2977.630467994825,8,3847.076812334269,1338,1166
93,-3828.059611976054,-553.1361560752862,8,3867.815921162743,1332,1164
94,3213.377341042834,-2189.567551840428,7,3888.444419044716,1336,1178
95,-895.1115958986351,3805.098583596462,8,3908.9640571384134,1331,1174
96,-1920.2551475960652,-3428.20946969855,9,3929.3765408777,1329,1158
97,3750.9437931210127,1237.1017180680606,9,3949.6835316262996,1334,1173
98,-3619.9014298466755,1629.8201244904292,9,3969.886648255842,1341,1174
99,1576.2156641733673,-3665.4527933141508,8,3989.9874686520006,1337,1164
