id,x,y,final_sf,dist_closest_gw,packets_sent,packets_success
0,282.842712474619,0.0,7,282.842712474619,1328,1220
1,-361.2355007000768,330.92130942863866,9,489.89794855663564,1336,1224
2,55.29288323929455,-630.0338856467054,9,632.4555320336759,1326,1217
3,455.31395171637695,593.8764226439848,9,748.3314773547884,1333,1228
4,-835.5570995908553,-147.798285928212,9,848.528137423857,1341,1243
5,791.5126264445064,-503.49554335556866,9,938.083151964686,1333,1234
6,-264.74548330107626,984.8400017625603,9,1019.8039027185571,1332,1231
7,-504.8983486962067,-972.1510466403064,9,1095.445115010332,1333,1225
8,1095.4274585339322,400.0483509400966,9,1166.1903789690602,1335,1228
9,-1139.609737967606,470.41433346508956,9,1232.8828005937953,1338,1216
10,549.3671979928342,-1173.9657924188004,9,1296.148139681572,1336,1217
11,405.968385458012,1294.291184397319,9,1356.4659966250535,1330,1232
12,-1223.5934271502506,-709.0974016555869,9,1414.213562373095,1334,1234
13,1435.4143737162256,-315.57182340769293,9,1469.6938456699068,1332,1233
14,-876.0110477666577,1246.0355709973783,9,1523.1546211727816,1332,1213
15,-202.37883667439243,-1561.7435149429368,9,1574.801574802362,1331,1225
16,1242.4075610302405,1047.1024077399923,9,1624.807680927192,1333,1223
17,-1671.8911281142998,69.13794712525274,9,1673.3200530681513,1335,1231
18,1219.516236137059,-1213.5815381745476,9,1720.4650534085254,1338,1228
19,-81.59036092303978,1764.4667786627344,9,1766.352173265569,1336,1237
20,-1160.3736138345912,-1390.5153995251007,9,1811.0770276274832,1329,1216
21,1838.1599272484625,247.32181840251448,9,1854.7236990991405,1331,1208
22,-1557.469188690113,1083.6464950715986,9,1897.3665961010274,1335,1216
23,425.59016510953654,-1891.790953398931,7,1939.0719429665312,1328,1218
24,984.3679108598195,1717.8532580140468,9,1979.8989873223334,1325,1201
25,-1924.345081607972,-613.9185669868662,9,2019.9009876724156,1339,1234
26,1869.2563513304453,-863.6438461604355,9,2059.1260281974,1336,1217
27,-809.8085579003452,1934.9961497510437,9,2097.617696340303,1336,1225
28,-722.7362945061516,-2009.3910143631867,9,2135.415650406262,1337,1237
29,1923.123710328034,1010.7399243990194,9,2172.556098240043,1332,1204
30,-2136.106560077725,563.0708339036113,9,2209.072203437452,1331,1236
31,1214.1777112639816,-1888.3253124050846,7,2244.994432064365,1335,1261
32,386.23709897253383,2247.4031466066076,7,2280.3508501982756,1332,1223
33,-1830.4249849407029,-1417.5839920459136,7,2315.1673805580454,1336,1249
34,2341.4461762504484,-193.9840295543813,7,2349.4680248941463,1329,1239
35,-1618.432868506843,1749.4785080522454,7,2383.275057562597,1329,1231
36,11.78888944756869,-2416.580439812752,7,2416.6091947189148,1335,1242
37,1645.7758247350782,1814.227641371824,7,2449.489742783178,1333,1261
38,-2471.3435707263247,-229.04356666289436,7,2481.9347291981717,1334,1243
39,2002.5193850617638,-1519.8408181292725,7,2513.9610179953074,1336,1244
40,-455.61781924224306,2504.478469220476,7,2545.5844122715707,1337,1255
41,-1372.4286110631656,-2180.926341611571,7,2576.8197453450252,1331,1242
42,2514.944425715984,689.2420007226061,7,2607.68096208106,1348,1271
43,-2347.153667959255,1204.5205099895202,7,2638.1811916545835,1336,1261
44,927.557363714662,-2501.9267249499344,7,2668.3328128252665,1333,1238
45,1017.3167005873781,2499.013151367157,7,2698.147512646408,1337,1246
46,-2464.844554155424,-1168.1358327910118,7,2727.636339397171,1332,1257
47,2634.4425646860336,-812.2267992195721,7,2756.809750418044,1337,1256
48,-1408.5008967958397,2403.35707370447,7,2785.677655436824,1332,1238
49,-590.8583683678302,-2751.52437541987,7,2814.2494558940575,1333,1246
50,2317.3675393025796,1646.1493516041328,7,2842.534080710379,1340,1250
51,-2848.503555608564,355.0035122155417,7,2870.540018881465,1331,1233
52,1878.5736388484327,-2207.0253925643356,7,2898.275349237888,1333,1237
53,106.62367887691836,2923.8042668931776,7,2925.7477676655585,1334,1239
54,-2072.726262518298,-2103.2845363067086,7,2952.96461204668,1327,1244
55,2976.0452189828,152.16719281637484,7,2979.932885150268,1334,1222
56,-2317.833963453531,1915.1098448551963,7,3006.6592756745813,1331,1245
57,419.12103236676603,-3004.053521531834,7,3033.1501776206196,1333,1223
58,1735.0556488812797,2519.8376724077216,7,3059.411708155671,1337,1237
59,-3006.876870083137,-691.8753414879277,7,3085.4497241083022,1330,1242
60,2706.9976010161886,-1533.6766243548866,7,3111.269837220809,1329,1237
61,-967.9740710723754,2983.793926820613,7,3136.8774282716245,1335,1235
62,-1312.3107017538819,-2877.1236716662415,7,3162.2776601683795,1330,1244
63,2934.322776766964,1244.8894897727318,7,3187.4754901018455,1334,1227
64,-3028.1548269993273,1072.510300053418,7,3212.475680841802,1331,1239
65,1520.0448541895755,-2858.227359964877,7,3237.2828112477287,1336,1229
66,816.0298757645049,3158.179102245433,7,3261.9012860600187,1339,1232
67,-2755.521800196594,-1790.8376834993517,7,3286.335345030997,1329,1223
68,3265.4525435640976,-544.8116057232684,7,3310.58907144937,1334,1223
69,-2054.6634357079306,2626.4725709523177,7,3334.6664001066124,1337,1239
70,-260.96931385273626,-3348.4167926390573,7,3358.571124749333,1331,1230
71,2471.598459626669,2308.9393786695828,7,3382.3069050575527,1333,1229
72,-3405.7151698564603,-33.22923125171679,7,3405.87727318528,1334,1233
73,2551.128446642017,-2291.668311238319,7,3429.2856398964495,1334,1234
74,-335.38150563394566,3436.2071016862046,7,3452.5353003264136,1337,1246
75,-2087.6965532410836,-2778.7628725001528,7,3475.6294393965536,1335,1238
