id;x;y;final_sf;dist_closest_gw;packets_sent;packets_success
0;28.28427125;0;10;28.28427125;1337;33
1;-36.12355007;33.09213094;7;48.98979486;1335;26
2;5.529288324;-63.00338856;11;63.2455532;1326;51
3;45.53139517;59.38764226;11;74.83314774;1334;59
4;-83.55570996;-14.77982859;8;84.85281374;1335;26
5;79.15126264;-50.34955434;9;93.8083152;1333;37
6;-26.47454833;98.48400018;12;101.9803903;1332;21
7;-50.48983487;-97.21510466;10;109.5445115;1333;35
8;109.5427459;40.00483509;8;116.6190379;1331;35
9;-113.9609738;47.04143335;10;123.2882801;1329;27
10;54.9367198;-117.3965792;9;129.614814;1330;38
11;40.59683855;129.4291184;12;135.6465997;1331;30
12;-122.3593427;-70.90974017;9;141.4213562;1332;44
13;143.5414374;-31.55718234;12;146.9693846;1333;33
14;-87.60110478;124.6035571;12;152.3154621;1333;37
15;-20.23788367;-156.1743515;10;157.4801575;1333;44
16;124.2407561;104.7102408;11;162.4807681;1336;42
17;-167.1891128;6.913794713;12;167.3320053;1328;48
18;121.9516236;-121.3581538;10;172.0465053;1331;50
19;-8.159036092;176.4466779;7;176.6352173;1335;46
20;-116.0373614;-139.05154;7;181.1077028;1329;39
21;183.8159927;24.73218184;7;185.4723699;1328;62
22;-155.7469189;108.3646495;7;189.7366596;1331;35
23;42.55901651;-189.1790953;11;193.9071943;1334;58
24;98.43679109;171.7853258;7;197.9898987;1324;34
25;-192.4345082;-61.3918567;7;201.9900988;1334;25
26;186.9256351;-86.36438462;8;205.9126028;1342;32
27;-80.98085579;193.499615;12;209.7617696;1331;37
28;-72.27362945;-200.9391014;10;213.541565;1331;33
29;192.312371;101.0739924;10;217.2556098;1335;42
30;-213.610656;56.30708339;7;220.9072203;1335;44
31;121.4177711;-188.8325312;10;224.4994432;1337;41
32;38.6237099;224.7403147;8;228.035085;1336;38
33;-183.0424985;-141.7583992;8;231.5167381;1329;37
34;234.1446176;-19.39840296;11;234.9468025;1335;31
35;-161.8432869;174.9478508;7;238.3275058;1338;22
36;1.178888945;-241.658044;10;241.6609195;1331;49
37;164.5775825;181.4227641;7;244.9489743;1333;30
38;-247.1343571;-22.90435667;11;248.1934729;1325;25
39;200.2519385;-151.9840818;11;251.3961018;1333;37
40;-45.56178192;250.4478469;8;254.5584412;1337;42
41;-137.2428611;-218.0926342;10;257.6819745;1333;26
42;251.4944426;68.92420007;12;260.7680962;1335;21
43;-234.7153668;120.452051;8;263.8181192;1336;37
44;92.75573637;-250.1926725;7;266.8332813;1332;46
45;101.7316701;249.9013151;8;269.8147513;1334;36
46;-246.4844554;-116.8135833;8;272.7636339;1334;32
47;263.4442565;-81.22267992;10;275.680975;1334;41
48;-140.8500897;240.3357074;10;278.5677655;1335;39
49;-59.08583684;-275.1524375;7;281.4249456;1333;45
50;231.7367539;164.6149352;9;284.2534081;1332;30
51;-284.8503556;35.50035122;9;287.0540019;1342;31
52;187.8573639;-220.7025393;11;289.8275349;1338;32
53;10.66236789;292.3804267;8;292.5747768;1335;17
54;-207.2726263;-210.3284536;9;295.2964612;1338;31
55;297.6045219;15.21671928;8;297.9932885;1333;39
56;-231.7833963;191.5109845;7;300.6659276;1333;39
57;41.91210324;-300.4053522;7;303.3150178;1328;29
58;173.5055649;251.9837672;8;305.9411708;1339;41
59;-300.687687;-69.18753415;7;308.5449724;1334;46
60;270.6997601;-153.3676624;8;311.1269837;1329;45
61;-96.79740711;298.3793927;7;313.6877428;1336;33
62;-131.2310702;-287.7123672;10;316.227766;1332;43
63;293.4322777;124.488949;9;318.747549;1331;33
64;-302.8154827;107.25103;7;321.2475681;1332;35
65;152.0044854;-285.822736;7;323.7282811;1335;31
66;81.60298758;315.8179102;9;326.1901286;1330;40
67;-275.55218;-179.0837683;8;328.6335345;1338;34
68;326.5452544;-54.48116057;8;331.0589071;1337;36
69;-205.4663436;262.6472571;9;333.46664;1333;25
70;-26.09693139;-334.8416793;11;335.8571125;1334;31
71;247.159846;230.8939379;8;338.2306905;1336;31
72;-340.571517;-3.322923125;7;340.5877273;1337;42
73;255.1128447;-229.1668311;7;342.928564;1333;24
74;-33.53815056;343.6207102;8;345.25353;1330;23
75;-208.7696553;-277.8762873;10;347.5629439;1339;32
76;343.8980752;64.29707498;8;349.8571137;1334;44
77;-298.9467387;186.0936523;11;352.1363372;1338;43
78;95.33876497;-341.3363735;8;354.4009029;1337;39
79;161.287164;318.0981778;8;356.65109;1333;31
80;-335.8931797;-126.3952999;8;358.8871689;1339;22
81;335.1182612;-134.5204483;7;361.1094017;1331;38
82;-157.1941153;327.5515381;10;363.3180425;1336;34
83;-105.9843851;-349.8103917;8;365.5133376;1328;30
84;316.3204005;187.4604071;9;367.6955262;1335;37
85;-361.9956644;75.88899091;8;369.8648402;1336;22
86;216.9195755;-302.2348388;7;372.0215048;1337;35
87;44.46175338;371.5146733;9;374.1657387;1328;38
88;-285.3560303;-245.2996861;11;376.2977544;1335;49
89;378.2291606;-11.9457983;7;378.4177586;1334;35
90;-272.3339278;265.7710138;8;380.5259518;1332;22
91;21.40209515;-382.0234945;9;382.6225294;1332;30
92;243.5922165;297.7630468;7;384.7076812;1330;51
93;-382.8059612;-55.31361561;8;386.7815921;1335;31
94;321.3377341;-218.9567552;11;388.8444419;1329;38
95;-89.51115959;380.5098584;9;390.8964057;1330;28
96;-192.0255148;-342.820947;7;392.9376541;1335;30
97;375.0943793;123.7101718;12;394.9683532;1337;34
98;-361.990143;162.9820124;11;396.9886648;1335;43
99;157.6215664;-366.5452793;12;398.9987469;1334;44
100;132.0310541;378.6394073;8;400.9987531;1340;28
101;-354.8753163;-190.9542089;9;402.9888336;1338;39
102;392.5814538;-99.39719383;11;404.9691346;1341;51
103;-223.4174374;340.1244605;8;406.939799;1337;32
104;-65.32300837;-403.6494823;9;408.900966;1333;28
105;322.3598705;254.723603;7;410.8527717;1329;36
106;-411.6988748;30.06719989;8;412.7953488;1335;40
107;284.5906057;-301.6756324;9;414.7288271;1335;40
108;-6.097457841;416.6087145;7;416.6533331;1334;39
109;-278.1922653;-312.744406;9;418.5689907;1330;42
110;418.2831148;42.88631338;8;420.4759208;1337;40
111;-338.9214899;252.0559932;8;422.3742416;1333;34
112;80.00515392;-416.6523435;12;424.2640687;1331;33
113;223.4377887;362.8712645;7;426.1455151;1330;57
114;-411.673733;-117.152625;8;428.0186912;1329;36
115;384.358366;-192.532196;11;429.8837052;1337;41
116;-154.0227338;403.332366;10;431.7406629;1330;31
117;-159.5559404;-403.164857;12;433.5896678;1333;42
118;391.6415296;190.3074152;7;435.4308211;1331;57
119;-419.0922953;124.7463345;9;437.2642222;1332;22
120;225.6991394;-376.6429323;10;439.089968;1334;50
121;88.35949455;431.9636556;8;440.9081537;1334;38
122;-358.4066803;-259.8935388;7;442.7188724;1338;23
123;441.6250846;-50.66837889;11;444.5222154;1332;45
